"",tSNE_1,tSNE_2,Cluster
2_#_BRCA_00012_TCGA-A1-A0SF-01Z-00-DX1,10.6231548642425,-2.27974119407643,10
3_#_BRCA_00012_TCGA-A1-A0SF-01Z-00-DX1,32.338310664335,2.71750041432909,7
1_#_BRCA_00012_TCGA-A1-A0SF-01Z-00-DX1,-14.2960030072676,-18.4140901659742,2
4_#_BRCA_00012_TCGA-A1-A0SF-01Z-00-DX1,29.1625273508328,4.26556604940876,7
7_#_BRCA_00012_TCGA-A1-A0SF-01Z-00-DX1,-6.55199339169226,-11.5935245171545,2
5_#_BRCA_00012_TCGA-A1-A0SF-01Z-00-DX1,10.8765589400684,-2.23828390967577,10
6_#_BRCA_00012_TCGA-A1-A0SF-01Z-00-DX1,-9.97211667553046,-4.81213299463671,6
0_#_BRCA_00013_TCGA-A1-A0SH-01Z-00-DX1,-24.4856517871759,18.010477545132,5
3_#_BRCA_00013_TCGA-A1-A0SH-01Z-00-DX1,-20.7925371198401,11.8160900193259,5
2_#_BRCA_00013_TCGA-A1-A0SH-01Z-00-DX1,21.2223429643177,10.5867698859225,7
1_#_BRCA_00013_TCGA-A1-A0SH-01Z-00-DX1,-21.1234511476879,10.3043695465435,5
4_#_BRCA_00013_TCGA-A1-A0SH-01Z-00-DX1,-6.08394368488657,-31.8019740139313,9
2_#_BRCA_00014_TCGA-A1-A0SI-01Z-00-DX1,-20.7657129396196,11.7768474493344,5
1_#_BRCA_00014_TCGA-A1-A0SI-01Z-00-DX1,-2.25347441764474,15.6965888185017,1
0_#_BRCA_00014_TCGA-A1-A0SI-01Z-00-DX1,22.0862996620202,-16.7845511638385,4
3_#_BRCA_00014_TCGA-A1-A0SI-01Z-00-DX1,-15.4639347631733,11.967207074245,5
4_#_BRCA_00014_TCGA-A1-A0SI-01Z-00-DX1,11.0206161935022,-30.2955322614808,9
5_#_BRCA_00014_TCGA-A1-A0SI-01Z-00-DX1,21.1939123243728,-16.884427408644,4
